sighting_id,datetime,city,state,shape,duration_text,duration_seconds,description,date_posted
144,2013-02-20 18:27,Athens,GA,CIRCLE,20min,689,Stargazing at around 10 There was a large circle object in the northern sky. It was bright white. Made a sharp 90-degree turn which no aircraft could do.,2013-05-07
145,2009-01-31 15:46,Bellevue,WA,triangle,a couple seconds,97,Just after 11:45 PM Noticed a triangle moving erratically across the sky. Flew in a circular pattern.,2009-04-17
146,2013-09-26 01:56,Medford,OR,Sphere,around 2 seconds,89,AROUND 10 PM A BRIGHT SPHERE APPEARED SUDDENLY IN THE SKY. IT WAS SILVER. IT SPLIT INTO TWO SEPARATE LIGHTS. THIS WAS NOT A PLANE OR HELICOPTER.,2013-10-09
147,2017-08-05 17:57,El Paso,TX,sphere,30 seconds to 1 minute,1623,Shortly before around 10 There was a large sphere object in the northern sky. It was multi-colored. Moved erratically with sudden stops and starts.,2017-09-17
148,2007-07-03 22:53,Cambridge,MA,LIGHT,less than a minute,554,Walking the dog at 1:00 AM A bright light appeared suddenly in the sky. Moved erratically with sudden stops and starts. Car radio had static.,2007-08-19
149,2019-09-04 22:56,San Diego,CA,disk,ongoing,35985,On my way home at 10:00 PM Witnessed a disk-like object at high altitude. It moved from north to south very slowly.,2019-11-05
150,2019-10-04 09:46,San Diego,CA,light,maybe 45 seconds,79,I was outside at sunset when My attention was drawn to a light-shaped light. It was pulsating red. Hovered in place for several minutes without making any sound. Reported to MUFON as well.,2019-11-14
151,1997-07-24 19:36,Fort Lauderdale,FL,flash,3-5 minutes,1385,On my way home at 1:00 AM A bright flash appeared suddenly in the sky. It was pulsating red. Flew in a circular pattern.,1997-10-15
152,2022-07-16 22:04,Lexington,KY,Light,60-70 minutes,855,While camping at 1:00 AM We saw what appeared to be a light in the sky. It was bright orange. Dropped rapidly then stopped mid-air.,2022-10-08
153,1997-01-18 00:05,Henderson,NV,formation,5-10 seconds,106,At approximately 1:00 AM There was a strange formation hovering over the treeline. It was silver. Traveled from horizon to horizon in seconds. The object had lights around its edge. Electronics malfunctioned nearby.,1997-04-10
154,2023-07-23 07:57,Dallas,TX,oval,about 90 hour,4872,Around 9 PM There was a large oval object in the northern sky. It was bright orange. The object appeared to descend then rose back up. It was much too large to be a drone. I managed to take a photo but it came out blurry.,2023-08-08
155,2019-08-31 19:31,Los Angeles,CA,sphere,less than a minute,1526,While camping at 11:00 PM We saw what appeared to be a sphere in the sky. It was glowing white. Drifted slowly westward. There were pulsating lights. No trail or exhaust visible.,2019-10-14
156,2023-03-14 20:56,Lexington,KY,cigar,2 to 3 minutes,459,We were sitting outside around 3:00 AM when Multiple cigar shaped objects appeared. It was pulsating red. Hovered in place for several minutes without making any sound. I have never reported anything like this before. Not the first sighting in this area.,2023-05-25
157,2013-09-14 20:57,Concord,NH,Flash,around 2 seconds,19,At approximately 9:15 PM There was a large flash object in the northern sky. It was bright orange. It moved from north to south very slowly. Several neighbors also saw it.,2013-11-23
158,1999-02-28 20:35,Bismarck,ND,light,2 hrs,8149,I was outside at dusk when What looked like a light was seen in the western sky. It was blue-green. It split into two separate lights.,1999-05-21
159,2017-10-18 21:12,Salt Lake City,UT,triangle,~5 min,802,At approximately 10 PM I spotted a glowing triangle shape moving across the sky. It was red. It moved from north to south very slowly. Several neighbors also saw it. No sound at all.,2017-11-29
160,2015-08-27 20:31,Henderson,NV,light,~60 min,1640,I looked up at 11:45 PM and Observed a light shaped craft silently moving. It was multi-colored. It zigzagged across the sky before disappearing. Partly cloudy.,2015-11-15
161,2014-10-21 00:42,Aurora,IL,formation,about 20 seconds,118,Stargazing at 10:30 PM Observed a formation shaped craft silently moving. It was blue-green. Moved erratically with sudden stops and starts.,2014-12-18
162,2013-08-11 19:06,Arlington,TX,FIREBALL,~10 sec,111, Walking the dog at 10 PM There was a strange fireball hovering over the treeline. It was silver. Moved at a very high altitude. My dog started barking. This was NOT a plane or helicopter.,2013-09-03
163,2019-08-08 22:26,Athens,GA,CIRCLE,20 min,1343,On my way home at predawn We saw what appeared to be a circle in the sky. The object moved in a straight line then suddenly changed direction. My dog started barking. This was unlike any drone.,2019-08-20
164,2008-06-27 20:30,Dallas,TX,light,about half an hour,6683,Walking the dog at just after dark Witnessed a light-like object at high altitude. It hovered silently for a while then moved away quickly. This was NOT a plane or helicopter.  ,2008-07-08
165,2009-11-12 12:57,Medford,OR,light,about 10 hour,4771,Walking the dog at early morning There was a strange light hovering over the treeline. It was bright orange. Dropped rapidly then stopped mid-air. My dog started barking.,2010-01-14
166,2022-09-08 07:39,Sacramento,CA,triangle,a few seconds,73,We were sitting outside around sunset when Saw a very bright triangle-shaped object. It was multi-colored. It moved from north to south very slowly.,2022-10-14
167,2020-09-29 18:28,Cincinnati,OH,fireball,15s,561,Just after 2:30 AM A single fireball object was visible for several minutes. It zigzagged across the sky before disappearing. My dog started barking. Completely silent.,2020-12-14
168,2006-07-04 19:34,Jersey City,NJ,circle,  15 seconds,60,I looked up at around 10 and We saw what appeared to be a circle in the sky. It was silver. It hovered silently for a while then moved away quickly. I am a skeptic but cannot explain what I saw. I am a pilot and have never seen anything like this.,2006-09-15
169,2017-09-16 23:02,Jacksonville,FL,Light,15 min,824,While driving at 11 PM Noticed a light moving erratically across the sky. It was pulsating red. Drifted slowly westward.,2017-10-20
170,2015-06-13 16:41,Oklahoma City,OK,fireball,over an hour,7453,While driving at 8:30 PM Noticed a fireball moving erratically across the sky. Hovered in place for several minutes without making any sound. I am a pilot and have never seen anything like this.,2015-07-04
171,2010-03-08 17:21,Montgomery,AL,disk,30+ minutes,529,At approximately 11:00 PM My attention was drawn to a disk-shaped light. It was red. The object moved in a straight line then suddenly changed direction. This was NOT a plane or helicopter. There was a faint buzzing noise.,2010-05-20
172,2016-09-27 14:05,St. Petersburg,FL,Cross,split second,102,We were sitting outside around 11:45 PM when My attention was drawn to a cross-shaped light. It split into two separate lights.,2016-10-27
173,2011-01-17 22:32,Minneapolis,MN,sphere,1-2 minutes,220,While driving at 11:00 PM Noticed a sphere moving erratically across the sky. It hovered silently for a while then moved away quickly. Temperature seemed to drop. I know what I saw.,2011-03-20
174,2019-08-24 22:53,Minneapolis,MN,circle,15s,273,Just after 8:00 PM A single circle object was visible for several minutes. It hovered silently for a while then moved away quickly. I know what I saw. Called the local police.,2019-10-16
175,2010-08-09 14:34,Durham,NC,sphere,around 30 minutes,396,At exactly late evening What looked like a sphere was seen in the western sky. It was blue. Remained stationary then vanished. It left a trail behind it. Checked FlightRadar - no aircraft in the area.,2010-11-07
176,2022-07-26 16:35,Kansas City,MO,Light,5s,455,Around 10:00 PM I spotted a glowing light shape moving across the sky. It was orange. The object moved in a straight line then suddenly changed direction. There were pulsating lights. It left a trail behind it.,2022-08-18
177,2016-04-22 22:33,Philadelphia,PA,unknown,3-5 minutes,766,Just after just after dark I noticed a bright unknown-shaped object in the sky. It zigzagged across the sky before disappearing. It left a trail behind it.,2016-05-01
178,2021-09-18 22:22,Naperville,IL,light,a few hours,6077,At about 10 PM What looked like a light was seen in the western sky. It was orange. Moved erratically with sudden stops and starts. Called the local police.,2021-12-01
179,2007-06-16 21:48,Rockford,IL,disk,10-15 minutes,168,I WAS OUTSIDE AT JUST AFTER DARK WHEN SAW A VERY BRIGHT DISK-SHAPED OBJECT. MADE A SHARP 90-DEGREE TURN WHICH NO AIRCRAFT COULD DO. NO TRAIL OR EXHAUST VISIBLE.,2007-07-18
180,2008-09-11 03:59,Tampa,FL,Triangle,20 min,1539,Just after 1:00 AM A single triangle object was visible for several minutes. It was blue. The object appeared to descend then rose back up.,2008-09-25
181,2003-12-16 20:48,Burlington,VT,cigar,maybe 45 seconds,24,Stargazing at around 10 I spotted a glowing cigar shape moving across the sky.  It was bright orange.  Hovered in place for several minutes without making any sound.,2004-01-30
182,2011-03-04 21:29,Philadelphia,PA,light,several seconds,24,I looked up at 2:30 AM and There was a large light object in the northern sky. It was glowing white. Drifted slowly westward. I have never reported anything like this before.,2011-04-25
183,2008-03-19 20:52,San Jose,CA,oval,5min,998,Stargazing at 8:00 PM A oval-shaped object was hovering above us. It was red. Drifted slowly westward. I have 20/20 vision.,2008-04-09
184,2000-07-21 06:47,Naperville,IL,triangle,a few minutes,278,At exactly predawn There was a large triangle object in the northern sky. It was pulsating red. It moved from north to south very slowly. This was unlike any drone.,2000-08-01
185,2011-08-05 22:40,Idaho Falls,ID,circle,~3 sec,44,Just after dusk Witnessed a circle-like object at high altitude. It split into two separate lights. It left a trail behind it. My whole family witnessed this.,2011-10-11
186,2023-03-01 08:15,Denver,CO,Light,10-15 minutes,83,Stargazing at 9 PM What looked like a light was seen in the western sky. It zigzagged across the sky before disappearing.,2023-04-10
187,2006-07-05 08:53,Houston,TX,disk,10-15 minutes,1153,While driving at 11:00 PM A single disk object was visible for several minutes. It was glowing white. Dropped rapidly then stopped mid-air. Temperature seemed to drop.,2006-09-13
188,2006-05-14 14:19,San Diego,CA,Triangle,30 seconds to 1 minute,48,Stargazing at 10 PM Saw a very bright triangle-shaped object. It was green. It hovered silently for a while then moved away quickly. The object had lights around its edge. There were no clouds.,2006-08-05
189,2011-05-14 20:33,Bowling Green,KY,Oval,about half an hour,4880,While camping at 10:00 PM A oval-shaped object was hovering above us. It was orange. Dropped rapidly then stopped mid-air. Electronics malfunctioned nearby. My whole family witnessed this.,2011-07-22
190,1998-05-05 21:46,San Francisco,CA,light,a few seconds,60,On my way home at 9:15 PM Witnessed a light-like object at high altitude. It was bright orange. Hovered in place for several minutes without making any sound.,1998-06-07
191,2020-03-25 21:24,New Haven,CT,Triangle,around 60 seconds,61,I was outside at 3:00 AM when Noticed a triangle moving erratically across the sky. It was pulsating red. The object moved in a straight line then suddenly changed direction. I know what I saw.,2020-04-01
192,2020-02-21 18:00,San Antonio,TX,Sphere,about 90 seconds,89,We were sitting outside around 11:00 PM when Witnessed a sphere-like object at high altitude. Made a sharp 90-degree turn which no aircraft could do.,2020-05-12
193,2000-03-18 21:08,Richmond,VA,changing,ongoing,29785,I was outside at sunset when A single changing object was visible for several minutes. It was pure white. The object moved in a straight line then suddenly changed direction. Electronics malfunctioned nearby.,2000-05-27
194,2010-05-27 20:55,Phoenix,AZ,fireball,about half an hour,1811,Stargazing at just after dark What looked like a fireball was seen in the western sky. It was red. It hovered silently for a while then moved away quickly. The object had lights around its edge. I am a skeptic but cannot explain what I saw.,2010-06-21
195,2014-07-20 14:26,Portland,OR,Light,5 mins,443,Around 8:30 PM There was a large light object in the northern sky. It was glowing white. Flew in a circular pattern. Reported to MUFON as well. I know what I saw.,2014-07-30
196,1997-08-30 22:05,Newark,NJ,circle,several minutes,1113,At approximately 10:00 PM There was a strange circle hovering over the treeline. It was green. Moved slowly at first then accelerated at incredible speed.,1997-10-01
